#{"t_start": 1750398003.87693, "env_id": "None"}
r,l,t
-193.128579,250,26.263686
-150.293709,250,49.356223--187.737303,250,72.824849--163.524846,250,96.48377----116.978005,250,121.-13-17-1-168.452403,250,152.882-15-90.786909,250,177.12660-84-141.257815,250,203.8940-142-165.206359,250,227.661667--137.127912,250,255.659517--216.7893,250,279.902336--58.368246,250,303.804773--174.407215,250,328.649858--99.125151,250,351.74711
-59.525893,250,377.087082
-53.114449,250,401.182611
7.761327,90,412.634531
-79.044358,250,437.621889
-46.871,250,461.22422
-62.04184,250,486.231499
25.334736,8,487.075043
-48.816678,250,515.645609
-76.213819,250,539.677675
-62.214614,250,564.826529
-56.782211,250,587.64263
-111.560523,250,614.481889
-84.375354,250,649.514521
-88.739133,250,673.962487
-51.000386,250,697.724235
21.930394,42,703.441682
-52.780818,250,729.215147
-36.682246,250,753.640814
-72.330018,250,778.086194
-91.178143,250,802.539428
-119.652067,250,826.265381
16.033199,63,833.450702
-93.655903,250,858.521078
-74.19558,250,882.544975
-59.860929,250,906.430796
-93.791664,250,930.223568
-78.195021,250,953.19989
-68.423957,250,977.594941
-58.186845,250,1003.644285
-2.891261,204,1025.665199
-39.416929,250,1055.671777
-124.533579,250,1082.348998
-39.592507,250,1106.176913
1.07871,201,1124.999636
12.112516,77,1132.298852
-49.57819,250,1157.544192
-37.597866,250,1182.045907
16.243597,61,1188.434287
25.385701,15,1189.983014
-45.055059,250,1213.869426
5.082551,111,1225.130148
1.764281,97,1234.415277
-69.612284,250,1261.028661
13.643832-98.059139,250,12823.74951,23.719246,26,12-62.157393,250,1310.61854
-46.567746,250,1334.008554
-55.734517,250,1357.8296
-16.867964,234,1380.178519
-60.380521,250,1403.539473
25.997787,15,1405.038583
22.619477,33,1408.46509
-52.220815,250,1432.017649
-39.130282,250,1456.114007
19.544.352131,144,1464.2608.404168-43.645906,250,14-34.692424,25-195.935534,250-33.924274,250,1519.554346
18.280127-63.287848,250,15-42.512663,250,1548.472047
24.20736-54.-33.607107,250-33.910655,25016.967987,83,18.527155,132-105.7314,250,-1.143115,181-50.101662,250-30.030629,250-93.58783,250,-84.456332,2-119.686029,250,-142.83288,25-36.149384,250,1708.682833
-136.979378,250,1731.708965
-36.259366,250,1757.065259
-24.668702,250,1780.802738
-29.223575,250,1804.896403
-23.531149,109,1814.742713
25.972757,16,1816.085832
-124.258405,250,1840.000017
21.692957,59,1846.474745
-29.884273,250,1869.13127
14.156822,37,1873.072407
5.768279,141,1895.516339
-23.000017,-34.448932,250,13.653-36.498653,250,1937.-40.41315.412248,223,1966.68-30.96-20.149759,250,1993.19173
-38.424975,250,2016.728939
-25.105962,250,2040.293046
-41.261706,172,2058.118813
-20.139655,250,2084.355295
-40.625411,250,2108.095026
6.186643,134,2121.250957
-2.334148,243,2145.284515
22.052804,68,2152.396876
28.405749,23,2154.61201
-135.931172,250,2178.52641
-51.657656,250,2202.836459
25.747735,40,2206.858004
20.760981,69,2215.760063
11.828211,152,2234.743022
-29.562795,250,2258.648839
28.42746,25,2261.132113
28.7898,26,2263.428546
20.444613,76,2270.872837
-34.392378,250,2294.408587
-7.965242,62,2300.527373
-110.107506,250,2324.794926
-27.661161,250,2348.384569
20.79651,114,2359.807475
27.92094,37,2363.247228
-171.082218,250,2388.042103
-44.718678,250,2411.243135
-29.795929,250,2434.273292
-36.215301,250,2459.382135
-89.489082,250,2483.65631
21.483628,89,2492.436264
-149.41543,250,2517.694373
-33.498127,250,2552.274101
-49.258105,250,2576.295045
23.637928,82,2584.909347
-38.586814,250,2609.039724
-147.164223,250,2632.810777
29.27157,20,2634.820678
22.851821,80,2642.325213
-22.034272,250,2666.59175
15.080389,156,2683.512057
-30.908536,250,2707.569677
-57.148457,179,2724.49964
-29.858064,250,2747.625022
-29.438826,250,2771.547739
21.378303,53,2776.096993
-37.343183,250,2799.057424
-28.738482,250,2826.500014
-124.200147,250,2852.640423
27.641025,56,2858.130005
-18.495102,250,2889.285969
25.277776,52,2894.061871
-19.688401,250,2920.62554
-18.560058,250,2944.146696
21.07194,17,2945.738382
-34.835476,250,2973.533702
27.528532,44,2977.30502
-27.899588,250,3001.223153
-32.890059,250,3025.343483
22.138165,68,3031.619096
29.173735,41,3035.432402
21.034804,141,3049.291714
-16.394828,250,3073.708925
-22.051963,250,3097.916568
30.71666,16,3099.293509
21.88249,61,3106.696032
11.51276,39,3111.102062
23.976116,76,3118.082151
27.06694,43,3123.217907
24.313118,86,3131.892458
29.796659,31,3134.831769
28.961491,21,3137.692456
-84.643011,250,3169.959334
25.312873,16,3171.481404
-26.143472,250,3195.199581
27.653323,35,3199.126384
25.737079,35,3201.980989
-32.153876,250,3225.141908
20.934728,53,3230.318542
-40.078562,250,3255.008091
12.493945,134,3268.186459
-33.299205,250,3292.181355
-46.023241,250,3317.641683
29.80277,32,3320.583584
8.499066,48,3325.197745
30.195585,19,3326.903708
26.868511,35,3329.9724
26.60411,26,3332.668754
-21.447764,250,3355.850711
-14.280739,250,3381.105177
-23.535993,250,3407.242333
25.790286,22,3410.346352
-17.614402,250,3435.168883
-19.795886,68,3448.707903
26.841405,29,3450.778837
26.586321,42,3455.607897
27.778742,26,3458.028401
30.266455,13-23.791639,250,3465.923132
30.822323,20-18.445812,250-24.32249,250,3492.726239
25.118369,46,3496.582321
-23.10771,250,3521.179402
25.664934,30,3523.68026
27.700509,23,327.212743,45-3.616678,119,3537.782214
30.328903,35,3540.936484-27.439614,250,3560.237674-33.566466,250,3566.671682
-18.600755,250,3585.539793-41.608741,250,-20.77014,25021.900669,49,328.175949,2-25.318015,250,-19.632728,2521.73901,48,362-6.775997,19.673561,153,36-18.865885,13.296401,172,3659.160267
-0.616966,124,36-29.162528,8.273096,223,3693.189027
19.496504,52,3698.356243
-17.631695,250,3727.041776
-186.238171,250,3751.764326
-26.395785,250,3785.668827
29.963953,30,3788.334473
29.101039,8,3789.009795
26.245039,24,3791.031944
-20.763974,250,3822.604304
12.892918,58,3828.878263
15.537771,102,3840.284231
20.422495,146,3854.7609
-3.701535,244,3880.794814
-30.615979,250,3906.486953
14.97366,173,3922.336744
18.456837,149,3937.569708
12.768654,93,3945.315446
31.47115,14,3947.1-22.470241,250,3954.019346
-21.924348,250,3978.843517
28.284423,7,3978.919302
-59.179366,238,4003.345327
23.828396,102,4015.313869
28.992608,17,4016.861079-47.819294,250,4035.80352
-59.816285,250,4060.161592
-185.471496,250,4084.932155
25.533074,29,4087.839889
29.167008,20,4089.853233
2.89407,106,4100.533677
-255.837384,250,4124.543773
-31.147494,250,4147.707454
-0.586455,54,4153.445193
26.83572,55,4158.990289
-24.775914,250,4182.265168
-41.631841,250,4206.688805
-6.348107,217,4227.725765
18.85821,157,4243.818821
28.032974,42,4247.541827
2.748659,135,4260.608243
30.511421,18,4262.093158
26.104258,22,4264.190077
11.99229,38,4267.926564
-21.450313,250,4291.706107
28.067886,46,4297.101671
28.30879,4,4297.149247
-15.376106,250,4326.690534
30.473598,15,4327.529594
5.427115,50,4333.840094
28.517007,22,4335.606803
28.854887,20,4337.882336
30.396925,20,4339.284141
22.12604,35,4343.237504
23.842491,19,4344.717119
-15.023261,250,4368.833961
14.431556,235,4391.754222
28.357949,6,4392.478028
31.57972-240-55.208505,250,4411.897867
-12.186818,250,4445.511871
-28.541998,250,4470.437438
-23.597585,250,4494.730394
25.360345,31,4497.91933
27.991977,15,4499.316099
27.142509,21,4500.846213
-22.978513,250,4526.46887
-2.79001,40,4531.609563
-22.191077,250,4556.439319
-129.531506,250,4581.471637
25.792041,82,4589.248007
-15.57322,250,4617.823095
-11.415667,250,4642.621197
22.013923,58,4647.786113
19.222905,55,4653.655805
-47.769006,250,4677.864807
-31.698276,250,4714.54253
-58.289824,250,4738.073514
24.609089,47,4742.547561
8.552597,66,4748.888853
23.984437,45,4753.445789
-20.438405,250,4782.851277
24.125261,35,4786.821507
29.530493,17,4788.654998
26.273597,67,4795.959224
22.105005,77,4803.571673
-233.397863,250,4829.304522
17.80521,153,4847.732446
-20.936288,250,4875.533811
-34.203714,250,4899.442796
30.015228,15,4901.560513
19.277243,34,4904.707401
30.154457,18,4907.917078
-12.741204,250,4933.267849
30.38915,16,4934.749978
-17.431165,250,4959.875335
21.07249,49,4964.740576
27.837824,25,4966.906903
-16.638226,250,4990.908096
