#{"t_start": 1750415102.113173, "env_id": "None"}
r,l,t
-112.74495,250,10.922172
-89.478961,250,22.025094--167.114832,250,33.131958--106-164.6195,250,44.3776-1-6-205.500786,250,55.6475-246-153.480661,250,66.9625-116.31895,250,78.365823
-127.738252,250,89.45792
-137.708696,250,100.870373
-91.92058,250,112.941604
-120.599999,250,125.643224
-152.698867,250,137.497669
-71.444729,250,148.470656
-64.09875,250,159.974906
-172.980554,250,171.17174
-113.500985,250,182.384284
-11.982207-77.093843,250,1-123.178742-74.209478,250,20-76.980142-120.473624,250,2-60.261203,-40.880205,250,2-56.560074,-150.745671,250,-112.603125,-146.006347,250,249.701668
-54.320227,250,260.946498
-0.758969,144,267.797677
-141.67128,250,278.921294
-73.827561,250,295.705587
-90.491736,250,307.493917
-69.163234,250,318.998059
-129.535374,250,330.063634
-43.069901,250,341.938628
-158.433119,250,353.012737
-74.621637,250,364.142142
-42.180033,250,375.430007
-119.617781,250,386.587422
-84.846551,250,397.741189
-6.383937,165,405.729429
-133.380288,250,417.350306
-64.29384,250,429.880593
-64.100267,250,441.702281
-73.750554,250,452.695747
-96.574413,250,463.863673
-77.918264,250,475.005564
-65.56367,250,486.105185
-77.458137,250,497.422537
19.797165,29-72.262618,250,505.826683
-85.946742,250,516.797605
-90.962775,250,528.205186
12.833461,53,530.51471
4.232391,122,535.867601
-125.954734,250,546.876763
-67.037855,250,558.32909
-121.725111,250,569.178571
-47.216249,250,586.270216
-102.750411,250,597.52566
8.751156,116,602.812208
-81.31089,250,614.196901
-63.56423,250,625.426927
18.098195,31,626.762045
-127.192469,250,638.037437
-129.910838,250,649.288603
-67.339954,250,660.508068
-43.985628,250,671.945601
-89.080051,250,683.236858
-30.90503,250,694.407735
-70.234227,250,707.117326
-46.456633,250,719.477205
-106.150019,250,730.699463
-58.210601,250,742.167983
4.993046,62,744.971418
-81.057124,250,756.649575
-38.015161,250,769.093851
-59.695729,250,780.449416
-45.01274,250,792.293742
-72.546564,250,803.469779
11.361927,85,807.44886
21.827331,-55.917738,250,-40.437535-73.938859,250,8-136.116836-44.372068,250,83-56.11088-98.978847,250,84-61.752497-49.786291,250,85-44.07497-3.038037,178,871.-55.539-75.048084,250,883.-119.856061,250,894.374211
-63.33074,250,905.656501
3.616885,179,913.928344
6.041502,183,922.227601
4.821989,105,927.057858
-52.946708,250,938.19918
-21.208601,204,947.51759
-82.301386,250,959.740343
-88.412443,250,971.965572
4.416707,144,978.555636
-98.665202,250,989.855556
-46.209515,250,1001.75003
6.359473,128,1009.026682
-0.213138,215,1019.472701
-65.996953,250,1031.099115
-75.207927,250,1042.310503
-43.640843,250,1053.54054
-47.356477,250,1065.283933
-99.578194,250,1076.99972
-58.302433,250,1089.327424
-76.811293,250,1100.707525
-57.40992,250,1111.843589
-1.147565,136,1117.980858
-103.179011,250,1129.423706
-57.152934,250,1140.649915
-5.80565,160,1147.669723
-6.819439,125,1153.520696
-47.083688,250,1170.675901
-148.059491,250,1182.230954
-43.065663,250,1193.853922
-27.857977,250,1204.913081
23.152212,35,1206.603243
14.285045,94,1210.932458
-31.105821,250,1222.250636
0.806712,185,1230.443072
6.897371,161,1237.834939
19.339975,66,1241.098811
-41.969073,250,1252.570503
-37.569823,250,1264.26517
-31.325974,250,1275.505834
20.877762,69,1278.904906
-29.627433,250,1290.081678
24.636302,21,1290.95617
16.673554,70,1294.27722
-15.303738,196,1303.6291
-42.766569,250,1315.353565
24.456878,39,1317.267261
19.432919,74,1321.317259
7.839822,136,1327.803214
-96.743806,250,1340.290338
-50.043164,250,1351.480552
-32.090464,250,1362.797009
10.787814,111,1367.912586
-35.620101,250,1379.188953
-23.196444,250,1390.678777
-55.512735,250,1402.115093
-47.375597,250,1413.453456
5.024997,187,1421.993196
15.550448,127,1427.689702
-29.943536,250,1439.328054
-270.814301,250,1450.748072
-41.255117,250,1466.384795
-128.698441,250,1477.669415
-15.056952,234,1488.114165
22.804455,58,1490.81243
-7.933925,120,1496.154994
-38.272445,250,1507.445083
-3.592352,201,1516.481454
16.613605,74,1519.992396
-54.025889,250,1531.056353
4.946988,222,1541.134421
-38.798071,250,1552.621469
1.450252,171,1560.304932
-16.599182,223,1570.407424
9.204261,103,1575.051398
-169.154338,250,1586.470705
22.213489,50,1588.731054
-62.189291,250,1600.022022
8.302896,75,1603.921828
16.448389,99,1609.50068
-77.025845,250,1621.197772
22.157759,31,1622.983844
-61.799794,250,1634.865102
-130.119405,250,1646.091859
-29.856248,250,1657.399502
20.738267,88,1661.93948
-34.033633,250,1673.275798
23.925046,45,1675.287771
-24.578102,167,1682.951976
-33.646759,250,1694.284604
-38.353786,250,1705.75364
-30.272997,250,1717.109571
2.766462,222,1727.428743
16.225832,89,1731.550762
-32.767664,250,1742.792291
21.427268,65,1745.720012
20.902639,41,1751.804832
-28.003995,250,1763.135264
15.358205,143,1769.616521
-43.20491,250,1780.718737
8.255494,200,1790.091446
-74.203036,250,1801.789562
12.11264,121,1807.097252
-328.80276,250,1818.610517
-51.84253,250,1829.96183
-31.080455,250,1841.336916
22.643101,48,1843.565352
25.530012,30,1844.845977
3.893208,185,1853.283298
-39.730059,250,1864.721486
-147.799214,250,1876.351282
-24.590132,250,1887.767251
23.253795,46,1889.828821
-4.820919,151,1896.609168
6.286183,214,1907.446362
-26.584386,250,1919.325654
-22.985806,250,1931.943812
-52.539689,250,1943.777344
-24.812922,142,1950.090953
24.897393,38,1951.84164
-41.825986,250,1963.311674
16.838936,147,1970.008863
-20.815377,250,1981.367422
-77.115082,250,1992.787469
12.680198,27,1993.946882
-28.162887,250,2005.303103
-36.331243,250,2016.371166
-26.420532,250,2027.820919
26.25021,43,2029.770779
18.643105,116,2035.113076
-11.2546,120,2044.096366
-27.802284,250,2055.702531
25.117167,36,2057.444283
-25.246224,250,2068.892946
5.702864,232,2079.506933
26.036546,28,2080.748069
10.431892,101,2085.406491
18.887781,53,2088.068201
-196.996,250,2099.68126
-1.854608,84,2103.713509
24.302947,30,2105.118809
25.727712-26.712498,250,2108.955168
-38.977304,250,2120.587873
-181.007009,250,2131.826419
-52.355598,250,2143.942862
-41.301226,250,2156.431237
28.065259,19,2157.3789
0.410735,218,2168.619056
-24.479166,250,2179.992869
21.264697,81,2183.727396
-2.619214,132,2189.624216
20.047001,91,2193.581751
20.843412,116,2198.918112
27.297859,19,2199.839077
-31.541811,250,2211.454441
21.027405,51,2214.075762
25.32051,38,2215.823518
-216.990215,250,2227.204563
-23.561135,250,2238.578499
24.88938,42,2240.555409
-20.303643,250,2251.794588
-65.727883,250,2263.327827
-15.021532,82,2267.255414
-112.424525,250,2278.415314
20.707864,83,2282.42089
-118.028589,250,2293.952829
-11.827109,131,2300.028064
-56.739123,152,2306.82239
-20.712977,250,2318.005923
28.587574,30,2319.50584
-24.65599,250,2331.848182
-33.630403,250,2347.728672
4.247565,56,2350.268173
-27.28403,250,2362.067753
-59.961174,250,2373.325496
21.701038,70,2376.486072
28.565884,27,2377.69592
17.381434,31,2379.08389
21.311847,95,2383.542526
26.107047,34,2385.173197
-20.176078,250,2396.721519
24.584519,40,2398.534734
-23.380068,250,2409.757021
7.33267,104,2414.706397
4.586671,210,2424.277707
27.941068,17,2425.153917
-2.711619,192,2433.757404
24.358954,48,2435.971547
18.624792,108,2440.951827
23.773342,47,2443.019259
27.637096,20,2443.995534
7.106467,96,2448.588366
10.618215,171,2456.224887
-20.51803,250,2467.287428
-34.170603,250,2479.465701
13.082594,205,2488.802008
24.639371,37,2490.542344
